signup_id,sent_count,opened_count,open_frequency
42471,94,29,0.30851063829787234
666126,94,29,0.30851063829787234
663178,94,29,0.30851063829787234
650571,120,37,0.30833333333333335
595142,120,37,0.30833333333333335
47082,13,4,0.3076923076923077
187665,52,16,0.3076923076923077
500724,13,4,0.3076923076923077
123753,13,4,0.3076923076923077
79923,13,4,0.3076923076923077
374106,13,4,0.3076923076923077
176580,13,4,0.3076923076923077
590383,26,8,0.3076923076923077
171061,13,4,0.3076923076923077
328756,13,4,0.3076923076923077
386845,13,4,0.3076923076923077
59029,26,8,0.3076923076923077
514215,130,40,0.3076923076923077
564795,26,8,0.3076923076923077
137828,117,36,0.3076923076923077
299863,91,28,0.3076923076923077
170554,13,4,0.3076923076923077
680888,26,8,0.3076923076923077
661582,52,16,0.3076923076923077
666532,52,16,0.3076923076923077
694874,26,8,0.3076923076923077
670304,52,16,0.3076923076923077
695894,91,28,0.3076923076923077
597293,13,4,0.3076923076923077
637108,13,4,0.3076923076923077
707524,26,8,0.3076923076923077
707927,26,8,0.3076923076923077
709561,13,4,0.3076923076923077
710219,13,4,0.3076923076923077
710237,13,4,0.3076923076923077
709470,13,4,0.3076923076923077
709482,13,4,0.3076923076923077
709963,13,4,0.3076923076923077
710028,13,4,0.3076923076923077
710095,13,4,0.3076923076923077
710625,13,4,0.3076923076923077
710405,13,4,0.3076923076923077
711629,13,4,0.3076923076923077
711673,13,4,0.3076923076923077
711675,13,4,0.3076923076923077
711704,13,4,0.3076923076923077
711757,13,4,0.3076923076923077
711764,13,4,0.3076923076923077
711802,13,4,0.3076923076923077
711950,13,4,0.3076923076923077
711610,13,4,0.3076923076923077
602255,114,35,0.30701754385964913
613895,114,35,0.30701754385964913
183977,101,31,0.3069306930693069
601303,88,27,0.3068181818181818
681961,88,27,0.3068181818181818
285828,75,23,0.30666666666666664
679385,75,23,0.30666666666666664
700243,75,23,0.30666666666666664
662206,49,15,0.30612244897959184
694290,98,30,0.30612244897959184
591167,49,15,0.30612244897959184
496219,85,26,0.3058823529411765
678957,36,11,0.3055555555555556
468415,72,22,0.3055555555555556
706699,36,11,0.3055555555555556
654096,154,47,0.3051948051948052
663456,59,18,0.3050847457627119
615627,177,54,0.3050847457627119
110930,59,18,0.3050847457627119
664432,141,43,0.3049645390070922
170409,105,32,0.3047619047619048
44334,69,21,0.30434782608695654
691674,23,7,0.30434782608695654
71044,23,7,0.30434782608695654
303949,23,7,0.30434782608695654
254660,115,35,0.30434782608695654
140430,69,21,0.30434782608695654
669521,138,42,0.30434782608695654
489464,69,21,0.30434782608695654
669337,115,35,0.30434782608695654
662630,46,14,0.30434782608695654
685586,23,7,0.30434782608695654
352151,23,7,0.30434782608695654
698086,92,28,0.30434782608695654
706545,23,7,0.30434782608695654
708250,23,7,0.30434782608695654
710036,23,7,0.30434782608695654
587236,102,31,0.30392156862745096
425615,135,41,0.3037037037037037
688627,56,17,0.30357142857142855
702244,56,17,0.30357142857142855
134813,89,27,0.30337078651685395
704327,89,27,0.30337078651685395
601964,122,37,0.30327868852459017
676958,122,37,0.30327868852459017
4021,33,10,0.30303030303030304
691033,33,10,0.30303030303030304
137847,33,10,0.30303030303030304
689156,99,30,0.30303030303030304
672000,165,50,0.30303030303030304
695348,33,10,0.30303030303030304
691625,43,13,0.3023255813953488
347768,43,13,0.3023255813953488
201552,96,29,0.3020833333333333
687118,106,32,0.3018867924528302
670118,53,16,0.3018867924528302
285831,73,22,0.3013698630136986
679740,83,25,0.30120481927710846
680376,103,31,0.30097087378640774
503025,70,21,0.3
665874,20,6,0.3
596665,10,3,0.3
298726,10,3,0.3
58719,100,30,0.3
404462,20,6,0.3
688636,150,45,0.3
648368,70,21,0.3
697463,20,6,0.3
398153,20,6,0.3
578843,20,6,0.3
46730,20,6,0.3
655727,10,3,0.3
135086,10,3,0.3
678110,20,6,0.3
679377,20,6,0.3
699509,10,3,0.3
700169,20,6,0.3
702079,50,15,0.3
702892,50,15,0.3
709650,10,3,0.3
709975,10,3,0.3
710369,10,3,0.3
710366,10,3,0.3
711263,10,3,0.3
711627,10,3,0.3
711706,10,3,0.3
711748,10,3,0.3
711804,10,3,0.3
712273,10,3,0.3
711969,10,3,0.3
711972,10,3,0.3
711994,10,3,0.3
712031,10,3,0.3
711367,10,3,0.3
712095,10,3,0.3
712114,10,3,0.3
711504,10,3,0.3
711569,10,3,0.3
712066,10,3,0.3
712298,10,3,0.3
714763,10,3,0.3
714831,10,3,0.3
713791,10,3,0.3
714700,10,3,0.3
712771,10,3,0.3
713390,10,3,0.3
715178,10,3,0.3
714567,10,3,0.3
714392,10,3,0.3
715448,10,3,0.3
715908,10,3,0.3
716486,10,3,0.3
670293,127,38,0.2992125984251969
489263,117,35,0.29914529914529914
678103,107,32,0.29906542056074764
689958,97,29,0.29896907216494845
301637,77,23,0.2987012987012987
683022,67,20,0.29850746268656714
94974,57,17,0.2982456140350877
288917,114,34,0.2982456140350877
602857,94,28,0.2978723404255319
285800,94,28,0.2978723404255319
389772,94,28,0.2978723404255319
600257,47,14,0.2978723404255319
2246,188,56,0.2978723404255319
292710,84,25,0.2976190476190476
665314,84,25,0.2976190476190476
686708,84,25,0.2976190476190476
82884,74,22,0.2972972972972973
665145,74,22,0.2972972972972973
298113,74,22,0.2972972972972973
261893,74,22,0.2972972972972973
181905,64,19,0.296875
593662,118,35,0.2966101694915254
1941,108,32,0.2962962962962963
674335,108,32,0.2962962962962963
710071,27,8,0.2962962962962963
277558,71,21,0.29577464788732394
353736,44,13,0.29545454545454547
668683,44,13,0.29545454545454547
301606,88,26,0.29545454545454547
567862,44,13,0.29545454545454547
413527,44,13,0.29545454545454547
592939,44,13,0.29545454545454547
703135,44,13,0.29545454545454547
647816,149,44,0.2953020134228188
602724,149,44,0.2953020134228188
624603,61,18,0.29508196721311475
389733,61,18,0.29508196721311475
588701,122,36,0.29508196721311475
94487,78,23,0.2948717948717949
646138,78,23,0.2948717948717949
253713,95,28,0.29473684210526313
681697,95,28,0.29473684210526313
683857,112,33,0.29464285714285715
16566,17,5,0.29411764705882354
6465,17,5,0.29411764705882354
642519,17,5,0.29411764705882354
654387,17,5,0.29411764705882354
5219,17,5,0.29411764705882354
571957,17,5,0.29411764705882354
134704,68,20,0.29411764705882354
479488,17,5,0.29411764705882354
653023,17,5,0.29411764705882354
607120,17,5,0.29411764705882354
668980,17,5,0.29411764705882354
29171,85,25,0.29411764705882354
210551,68,20,0.29411764705882354
262329,51,15,0.29411764705882354
601582,85,25,0.29411764705882354
306697,102,30,0.29411764705882354
658936,17,5,0.29411764705882354
676422,102,30,0.29411764705882354
671923,17,5,0.29411764705882354
693906,17,5,0.29411764705882354
678485,119,35,0.29411764705882354
344015,17,5,0.29411764705882354
564914,17,5,0.29411764705882354
662804,17,5,0.29411764705882354
659858,17,5,0.29411764705882354
698198,85,25,0.29411764705882354
702846,68,20,0.29411764705882354
702970,34,10,0.29411764705882354
705809,34,10,0.29411764705882354
707700,34,10,0.29411764705882354
709567,17,5,0.29411764705882354
710117,17,5,0.29411764705882354
710180,17,5,0.29411764705882354
709709,17,5,0.29411764705882354
709814,17,5,0.29411764705882354
709168,17,5,0.29411764705882354
709898,17,5,0.29411764705882354
709991,17,5,0.29411764705882354
710074,17,5,0.29411764705882354
710086,17,5,0.29411764705882354
710096,17,5,0.29411764705882354
710392,17,5,0.29411764705882354
711327,17,5,0.29411764705882354
711914,17,5,0.29411764705882354
264282,92,27,0.29347826086956524
585805,92,27,0.29347826086956524
684385,92,27,0.29347826086956524
670247,99,29,0.29292929292929293
674501,99,29,0.29292929292929293
702772,99,29,0.29292929292929293
699473,82,24,0.2926829268292683
2739,188,55,0.2925531914893617
645484,188,55,0.2925531914893617
503407,65,19,0.2923076923076923
329643,65,19,0.2923076923076923
686634,65,19,0.2923076923076923
7724,154,45,0.2922077922077922
663627,178,52,0.29213483146067415
662820,24,7,0.2916666666666667
673972,24,7,0.2916666666666667
650536,120,35,0.2916666666666667
653952,144,42,0.2916666666666667
672032,24,7,0.2916666666666667
707458,24,7,0.2916666666666667
707370,24,7,0.2916666666666667
709164,24,7,0.2916666666666667
177625,103,30,0.2912621359223301
696336,79,23,0.2911392405063291
620288,79,23,0.2911392405063291
674227,134,39,0.291044776119403
286350,55,16,0.2909090909090909
704996,55,16,0.2909090909090909
705436,55,16,0.2909090909090909
288503,86,25,0.29069767441860467
79027,62,18,0.2903225806451613
670224,31,9,0.2903225806451613
655031,31,9,0.2903225806451613
679435,131,38,0.2900763358778626
467915,100,29,0.29
670266,69,20,0.2898550724637681
698982,69,20,0.2898550724637681
2459,76,22,0.2894736842105263
293103,38,11,0.2894736842105263
134892,38,11,0.2894736842105263
287144,38,11,0.2894736842105263
701881,76,22,0.2894736842105263
595842,83,24,0.2891566265060241
439044,83,24,0.2891566265060241
178263,45,13,0.28888888888888886
213026,90,26,0.28888888888888886
511695,45,13,0.28888888888888886
270261,97,28,0.28865979381443296
228,149,43,0.28859060402684567
324681,52,15,0.28846153846153844
665540,104,30,0.28846153846153844
698135,111,32,0.2882882882882883
106408,118,34,0.288135593220339
306911,118,34,0.288135593220339
611352,177,51,0.288135593220339
618434,177,51,0.288135593220339
296153,59,17,0.288135593220339
183788,125,36,0.288
678148,125,36,0.288
579123,66,19,0.2878787878787879
674180,132,38,0.2878787878787879
658351,73,21,0.2876712328767123
684192,146,42,0.2876712328767123
677378,80,23,0.2875
135328,87,25,0.28735632183908044
620439,87,25,0.28735632183908044
598096,87,25,0.28735632183908044
442418,87,25,0.28735632183908044
700000,87,25,0.28735632183908044
167674,94,27,0.2872340425531915
90776,94,27,0.2872340425531915
677151,94,27,0.2872340425531915
673687,94,27,0.2872340425531915
691706,94,27,0.2872340425531915
699343,101,29,0.2871287128712871
583998,115,33,0.28695652173913044
674999,115,33,0.28695652173913044
174973,122,35,0.28688524590163933
6964,157,45,0.28662420382165604
662566,178,51,0.28651685393258425
26619,14,4,0.2857142857142857
169563,21,6,0.2857142857142857
498201,21,6,0.2857142857142857
599121,14,4,0.2857142857142857
95358,7,2,0.2857142857142857
418341,84,24,0.2857142857142857
498885,35,10,0.2857142857142857
618366,14,4,0.2857142857142857
648591,14,4,0.2857142857142857
652446,21,6,0.2857142857142857
571122,7,2,0.2857142857142857
663234,21,6,0.2857142857142857
638676,14,4,0.2857142857142857
668778,21,6,0.2857142857142857
313728,14,4,0.2857142857142857
178038,14,4,0.2857142857142857
685605,7,2,0.2857142857142857
691848,14,4,0.2857142857142857
67879,14,4,0.2857142857142857
123118,14,4,0.2857142857142857
583648,21,6,0.2857142857142857
601105,21,6,0.2857142857142857
298966,14,4,0.2857142857142857
342643,14,4,0.2857142857142857
178279,14,4,0.2857142857142857
677062,14,4,0.2857142857142857
662857,21,6,0.2857142857142857
681328,14,4,0.2857142857142857
683071,14,4,0.2857142857142857
94233,49,14,0.2857142857142857
186138,63,18,0.2857142857142857
671480,105,30,0.2857142857142857
373355,21,6,0.2857142857142857
674434,35,10,0.2857142857142857
645377,91,26,0.2857142857142857
601600,42,12,0.2857142857142857
674945,56,16,0.2857142857142857
677896,7,2,0.2857142857142857
691517,7,2,0.2857142857142857
646940,7,2,0.2857142857142857
568961,21,6,0.2857142857142857
608846,21,6,0.2857142857142857
619064,21,6,0.2857142857142857
285920,14,4,0.2857142857142857
667916,21,6,0.2857142857142857
643892,14,4,0.2857142857142857
688592,14,4,0.2857142857142857
683105,49,14,0.2857142857142857
670501,42,12,0.2857142857142857
699385,63,18,0.2857142857142857
700001,7,2,0.2857142857142857
690759,7,2,0.2857142857142857
702211,28,8,0.2857142857142857
703007,7,2,0.2857142857142857
703037,56,16,0.2857142857142857
705678,35,10,0.2857142857142857
706602,28,8,0.2857142857142857
707363,28,8,0.2857142857142857
707394,28,8,0.2857142857142857
707558,14,4,0.2857142857142857
708844,14,4,0.2857142857142857
709833,14,4,0.2857142857142857
709860,14,4,0.2857142857142857
710759,7,2,0.2857142857142857
710336,7,2,0.2857142857142857
710291,28,8,0.2857142857142857
711132,7,2,0.2857142857142857
711335,14,4,0.2857142857142857
711608,7,2,0.2857142857142857
711760,14,4,0.2857142857142857
711373,14,4,0.2857142857142857
711794,14,4,0.2857142857142857
712346,7,2,0.2857142857142857
712352,7,2,0.2857142857142857
712357,7,2,0.2857142857142857
713626,7,2,0.2857142857142857
713100,7,2,0.2857142857142857
712572,7,2,0.2857142857142857
714183,14,4,0.2857142857142857
714653,7,2,0.2857142857142857
714290,7,2,0.2857142857142857
714660,7,2,0.2857142857142857
712725,7,2,0.2857142857142857
713284,7,2,0.2857142857142857
714686,7,2,0.2857142857142857
712784,7,2,0.2857142857142857
714368,7,2,0.2857142857142857
713882,7,2,0.2857142857142857
713889,7,2,0.2857142857142857
713923,7,2,0.2857142857142857
713933,7,2,0.2857142857142857
714818,7,2,0.2857142857142857
714440,7,2,0.2857142857142857
712899,7,2,0.2857142857142857
712787,7,2,0.2857142857142857
712944,14,4,0.2857142857142857
714054,7,2,0.2857142857142857
713463,7,2,0.2857142857142857
712433,7,2,0.2857142857142857
713577,7,2,0.2857142857142857
714725,7,2,0.2857142857142857
714619,7,2,0.2857142857142857
716211,7,2,0.2857142857142857
716981,7,2,0.2857142857142857
669959,116,33,0.28448275862068967
511670,109,31,0.28440366972477066
691858,109,31,0.28440366972477066
656497,102,29,0.28431372549019607
311054,95,27,0.28421052631578947
699876,81,23,0.2839506172839506
681690,74,21,0.28378378378378377
26914,74,21,0.28378378378378377
490094,74,21,0.28378378378378377
375097,67,19,0.2835820895522388
305972,67,19,0.2835820895522388
670069,60,17,0.2833333333333333
129930,60,17,0.2833333333333333
410088,60,17,0.2833333333333333
683088,120,34,0.2833333333333333
88508,60,17,0.2833333333333333
483528,53,15,0.2830188679245283
598702,53,15,0.2830188679245283
179356,53,15,0.2830188679245283
670398,106,30,0.2830188679245283
259941,99,28,0.2828282828282828
512281,92,26,0.2826086956521739
706753,46,13,0.2826086956521739
654192,177,50,0.2824858757062147
210524,85,24,0.2823529411764706
287982,85,24,0.2823529411764706
593180,85,24,0.2823529411764706
399220,85,24,0.2823529411764706
683369,124,35,0.28225806451612906
672054,78,22,0.28205128205128205
660996,78,22,0.28205128205128205
673575,78,22,0.28205128205128205
685913,78,22,0.28205128205128205
591818,78,22,0.28205128205128205
598529,39,11,0.28205128205128205
703792,39,11,0.28205128205128205
283172,188,53,0.28191489361702127
665400,149,42,0.28187919463087246
665332,149,42,0.28187919463087246
1319,149,42,0.28187919463087246
634685,149,42,0.28187919463087246
574351,110,31,0.2818181818181818
7866,32,9,0.28125
678169,32,9,0.28125
182242,32,9,0.28125
134790,64,18,0.28125
379467,64,18,0.28125
184459,32,9,0.28125
28113,96,27,0.28125
8169,64,18,0.28125
93959,121,34,0.2809917355371901
577281,121,34,0.2809917355371901
212788,171,48,0.2807017543859649
262407,82,23,0.2804878048780488
585604,82,23,0.2804878048780488
279345,107,30,0.2803738317757009
675106,107,30,0.2803738317757009
496110,25,7,0.28
168498,100,28,0.28
662615,50,14,0.28
690300,75,21,0.28
705908,50,14,0.28
708020,25,7,0.28
708021,25,7,0.28
708041,25,7,0.28
586422,93,26,0.27956989247311825
660283,68,19,0.27941176470588236
134920,68,19,0.27941176470588236
207306,86,24,0.27906976744186046
568849,86,24,0.27906976744186046
326108,43,12,0.27906976744186046
296445,86,24,0.27906976744186046
305490,86,24,0.27906976744186046
295243,61,17,0.2786885245901639
297252,61,17,0.2786885245901639
693126,122,34,0.2786885245901639
690728,61,17,0.2786885245901639
678297,79,22,0.27848101265822783
138949,97,27,0.27835051546391754
502253,97,27,0.27835051546391754
588257,97,27,0.27835051546391754
664353,97,27,0.27835051546391754
691486,97,27,0.27835051546391754
606323,97,27,0.27835051546391754
665811,18,5,0.2777777777777778
656127,54,15,0.2777777777777778
662808,18,5,0.2777777777777778
645258,18,5,0.2777777777777778
25153,18,5,0.2777777777777778
659788,18,5,0.2777777777777778
656611,18,5,0.2777777777777778
689158,18,5,0.2777777777777778
654416,90,25,0.2777777777777778
666377,36,10,0.2777777777777778
696174,18,5,0.2777777777777778
497318,18,5,0.2777777777777778
669314,72,20,0.2777777777777778
683873,18,5,0.2777777777777778
701617,18,5,0.2777777777777778
704489,36,10,0.2777777777777778
707660,18,5,0.2777777777777778
708723,18,5,0.2777777777777778
709765,18,5,0.2777777777777778
711778,18,5,0.2777777777777778
188621,119,33,0.2773109243697479
274342,101,28,0.27722772277227725
594303,101,28,0.27722772277227725
170717,101,28,0.27722772277227725
466131,83,23,0.27710843373493976
700830,83,23,0.27710843373493976
700693,83,23,0.27710843373493976
649443,148,41,0.27702702702702703
369031,65,18,0.27692307692307694
686418,65,18,0.27692307692307694
187708,47,13,0.2765957446808511
598247,94,26,0.2765957446808511
688674,94,26,0.2765957446808511
698146,47,13,0.2765957446808511
671429,105,29,0.2761904761904762
134379,29,8,0.27586206896551724
63316,29,8,0.27586206896551724
671530,58,16,0.27586206896551724
282053,58,16,0.27586206896551724
287753,87,24,0.27586206896551724
661856,29,8,0.27586206896551724
603023,29,8,0.27586206896551724
681032,58,16,0.27586206896551724
699211,58,16,0.27586206896551724
704339,58,16,0.27586206896551724
706600,29,8,0.27586206896551724
707701,29,8,0.27586206896551724
677306,138,38,0.2753623188405797
43467,80,22,0.275
621562,40,11,0.275
663284,40,11,0.275
698119,80,22,0.275
705194,40,11,0.275
706470,40,11,0.275
169146,51,14,0.27450980392156865
689251,51,14,0.27450980392156865
694403,51,14,0.27450980392156865
649463,51,14,0.27450980392156865
659933,113,31,0.2743362831858407
598464,124,34,0.27419354838709675
598841,124,34,0.27419354838709675
677881,73,20,0.273972602739726
82533,73,20,0.273972602739726
567491,84,23,0.27380952380952384
256061,84,23,0.27380952380952384
681881,84,23,0.27380952380952384
47219,95,26,0.2736842105263158
671345,106,29,0.27358490566037735
680887,128,35,0.2734375
664959,22,6,0.2727272727272727
565540,66,18,0.2727272727272727
571528,11,3,0.2727272727272727
627811,11,3,0.2727272727272727
652120,22,6,0.2727272727272727
679843,11,3,0.2727272727272727
178568,55,15,0.2727272727272727
47664,88,24,0.2727272727272727
414498,121,33,0.2727272727272727
644847,77,21,0.2727272727272727
671259,77,21,0.2727272727272727
601587,22,6,0.2727272727272727
327741,22,6,0.2727272727272727
652286,110,30,0.2727272727272727
613803,33,9,0.2727272727272727
575226,66,18,0.2727272727272727
693036,22,6,0.2727272727272727
670748,88,24,0.2727272727272727
123662,33,9,0.2727272727272727
687398,22,6,0.2727272727272727
704360,55,15,0.2727272727272727
705466,33,9,0.2727272727272727
707073,33,9,0.2727272727272727
707762,22,6,0.2727272727272727
708185,11,3,0.2727272727272727
710044,11,3,0.2727272727272727
710161,22,6,0.2727272727272727
710900,11,3,0.2727272727272727
711032,11,3,0.2727272727272727
710489,11,3,0.2727272727272727
710534,11,3,0.2727272727272727
710271,11,3,0.2727272727272727
710402,11,3,0.2727272727272727
710314,22,6,0.2727272727272727
712178,11,3,0.2727272727272727
712199,11,3,0.2727272727272727
711366,11,3,0.2727272727272727
711451,11,3,0.2727272727272727
713693,11,3,0.2727272727272727
714360,11,3,0.2727272727272727
712796,11,3,0.2727272727272727
715742,11,3,0.2727272727272727
715753,11,3,0.2727272727272727
601141,114,31,0.2719298245614035
692442,114,31,0.2719298245614035
649227,59,16,0.2711864406779661
660793,59,16,0.2711864406779661
277218,118,32,0.2711864406779661
498463,177,48,0.2711864406779661
705415,59,16,0.2711864406779661
609061,107,29,0.27102803738317754
648282,96,26,0.2708333333333333
681297,122,33,0.27049180327868855
260626,74,20,0.2702702702702703
306396,111,30,0.2702702702702703
289178,37,10,0.2702702702702703
676796,111,30,0.2702702702702703
662701,148,40,0.2702702702702703
696179,74,20,0.2702702702702703
704191,37,10,0.2702702702702703
481049,100,27,0.27
691836,63,17,0.2698412698412698
496253,63,17,0.2698412698412698
566095,26,7,0.2692307692307692
7224,130,35,0.2692307692307692
188164,52,14,0.2692307692307692
483790,104,28,0.2692307692307692
597223,78,21,0.2692307692307692
660726,130,35,0.2692307692307692
696834,26,7,0.2692307692307692
304412,26,7,0.2692307692307692
704456,26,7,0.2692307692307692
705676,26,7,0.2692307692307692
711069,26,7,0.2692307692307692
643115,119,32,0.2689075630252101
668397,93,25,0.26881720430107525
645004,93,25,0.26881720430107525
690283,93,25,0.26881720430107525
45033,67,18,0.26865671641791045
676034,67,18,0.26865671641791045
279779,67,18,0.26865671641791045
681543,108,29,0.26851851851851855
666300,149,40,0.2684563758389262
139039,41,11,0.2682926829268293
517038,112,30,0.26785714285714285
599653,112,30,0.26785714285714285
685149,56,15,0.26785714285714285
279603,71,19,0.2676056338028169
664197,71,19,0.2676056338028169
136998,71,19,0.2676056338028169
699049,71,19,0.2676056338028169
268907,86,23,0.26744186046511625
285108,101,27,0.26732673267326734
42501,101,27,0.26732673267326734
95769,131,35,0.26717557251908397
91479,30,8,0.26666666666666666
573549,60,16,0.26666666666666666
587484,75,20,0.26666666666666666
612003,15,4,0.26666666666666666
615693,60,16,0.26666666666666666
576858,15,4,0.26666666666666666
683862,60,16,0.26666666666666666
692406,15,4,0.26666666666666666
43888,15,4,0.26666666666666666
313132,15,4,0.26666666666666666
589714,60,16,0.26666666666666666
570946,15,4,0.26666666666666666
175924,30,8,0.26666666666666666
656809,15,4,0.26666666666666666
677944,90,24,0.26666666666666666
385228,15,4,0.26666666666666666
402256,15,4,0.26666666666666666
663043,15,4,0.26666666666666666
404323,60,16,0.26666666666666666
452583,105,28,0.26666666666666666
696901,90,24,0.26666666666666666
501047,15,4,0.26666666666666666
266405,15,4,0.26666666666666666
665732,15,4,0.26666666666666666
674195,15,4,0.26666666666666666
70901,15,4,0.26666666666666666
569696,15,4,0.26666666666666666
634598,15,4,0.26666666666666666
347009,15,4,0.26666666666666666
354392,15,4,0.26666666666666666
663074,15,4,0.26666666666666666
425780,75,20,0.26666666666666666
28718,15,4,0.26666666666666666
703863,30,8,0.26666666666666666
705250,45,12,0.26666666666666666
707659,30,8,0.26666666666666666
708119,15,4,0.26666666666666666
709579,15,4,0.26666666666666666
710945,15,4,0.26666666666666666
711016,15,4,0.26666666666666666
711059,15,4,0.26666666666666666
710385,15,4,0.26666666666666666
710400,15,4,0.26666666666666666
711332,15,4,0.26666666666666666
711759,15,4,0.26666666666666666
711537,15,4,0.26666666666666666
715154,15,4,0.26666666666666666
700636,94,25,0.26595744680851063
694867,79,21,0.26582278481012656
690271,64,17,0.265625
664215,64,17,0.265625
417703,113,30,0.26548672566371684
679370,113,30,0.26548672566371684
71748,49,13,0.2653061224489796
652509,49,13,0.2653061224489796
289191,98,26,0.2653061224489796
685446,147,39,0.2653061224489796
595683,132,35,0.26515151515151514
514671,83,22,0.26506024096385544
678451,83,22,0.26506024096385544
691492,117,31,0.26495726495726496
91413,34,9,0.2647058823529412
45638,68,18,0.2647058823529412
650532,121,32,0.2644628099173554
186733,87,23,0.26436781609195403
672283,87,23,0.26436781609195403
648587,53,14,0.2641509433962264
675184,91,24,0.26373626373626374
384292,110,29,0.2636363636363636
690284,110,29,0.2636363636363636
689112,129,34,0.26356589147286824
1360,19,5,0.2631578947368421
599751,19,5,0.2631578947368421
564729,19,5,0.2631578947368421
675363,19,5,0.2631578947368421
683808,57,15,0.2631578947368421
8101,19,5,0.2631578947368421
680968,57,15,0.2631578947368421
632188,19,5,0.2631578947368421
681364,57,15,0.2631578947368421
668716,19,5,0.2631578947368421
651829,19,5,0.2631578947368421
414301,38,10,0.2631578947368421
87489,76,20,0.2631578947368421
618219,133,35,0.2631578947368421
496600,57,15,0.2631578947368421
592216,95,25,0.2631578947368421
309785,57,15,0.2631578947368421
619546,57,15,0.2631578947368421
651728,19,5,0.2631578947368421
704989,38,10,0.2631578947368421
706739,38,10,0.2631578947368421
706744,38,10,0.2631578947368421
708719,19,5,0.2631578947368421
709871,19,5,0.2631578947368421
590262,118,31,0.2627118644067797
28444,118,31,0.2627118644067797
678836,99,26,0.26262626262626265
691030,99,26,0.26262626262626265
660660,61,16,0.26229508196721313
668203,61,16,0.26229508196721313
678733,61,16,0.26229508196721313
678538,103,27,0.2621359223300971
208353,42,11,0.2619047619047619
671243,84,22,0.2619047619047619
656209,84,22,0.2619047619047619
702966,42,11,0.2619047619047619
704962,42,11,0.2619047619047619
705885,42,11,0.2619047619047619
706762,42,11,0.2619047619047619
666303,149,39,0.26174496644295303
667648,172,45,0.2616279069767442
670344,65,17,0.26153846153846155
84684,65,17,0.26153846153846155
597610,65,17,0.26153846153846155
661357,65,17,0.26153846153846155
699449,88,23,0.26136363636363635
662743,111,29,0.26126126126126126
588474,69,18,0.2608695652173913
180264,46,12,0.2608695652173913
673906,23,6,0.2608695652173913
656663,23,6,0.2608695652173913
663952,69,18,0.2608695652173913
676784,69,18,0.2608695652173913
691876,69,18,0.2608695652173913
685554,115,30,0.2608695652173913
684558,92,24,0.2608695652173913
72792,73,19,0.2602739726027397
678238,73,19,0.2602739726027397
691500,146,38,0.2602739726027397
262031,73,19,0.2602739726027397
615782,50,13,0.26
598756,100,26,0.26
661046,177,46,0.2598870056497175
147577,154,40,0.2597402597402597
134877,104,27,0.25961538461538464
74435,104,27,0.25961538461538464
578020,104,27,0.25961538461538464
430333,104,27,0.25961538461538464
651783,27,7,0.25925925925925924
640419,27,7,0.25925925925925924
660501,54,14,0.25925925925925924
42325,54,14,0.25925925925925924
2617,81,21,0.25925925925925924
483762,81,21,0.25925925925925924
681814,108,28,0.25925925925925924
693140,81,21,0.25925925925925924
660470,81,21,0.25925925925925924
700398,27,7,0.25925925925925924
705512,54,14,0.25925925925925924
709446,27,7,0.25925925925925924
214433,85,22,0.25882352941176473
685578,58,15,0.25862068965517243
49829,89,23,0.25842696629213485
182376,89,23,0.25842696629213485
137543,120,31,0.25833333333333336
307024,120,31,0.25833333333333336
565251,62,16,0.25806451612903225
678039,62,16,0.25806451612903225
610034,62,16,0.25806451612903225
642140,124,32,0.25806451612903225
696865,62,16,0.25806451612903225
489203,31,8,0.25806451612903225
652205,31,8,0.25806451612903225
179232,31,8,0.25806451612903225
598380,31,8,0.25806451612903225
643006,31,8,0.25806451612903225
678666,31,8,0.25806451612903225
706793,31,8,0.25806451612903225
706794,31,8,0.25806451612903225
706800,31,8,0.25806451612903225
707260,31,8,0.25806451612903225
671970,97,25,0.25773195876288657
27034,66,17,0.25757575757575757
655044,167,43,0.25748502994011974
668877,101,26,0.25742574257425743
679191,171,44,0.2573099415204678
636694,70,18,0.2571428571428571
667969,70,18,0.2571428571428571
683866,35,9,0.2571428571428571
168354,140,36,0.2571428571428571
664477,70,18,0.2571428571428571
673699,70,18,0.2571428571428571
94384,70,18,0.2571428571428571
175730,35,9,0.2571428571428571
652458,144,37,0.2569444444444444
320743,109,28,0.25688073394495414
657085,74,19,0.25675675675675674
6417,39,10,0.2564102564102564
176208,39,10,0.2564102564102564
16516,39,10,0.2564102564102564
489262,78,20,0.2564102564102564
353221,78,20,0.2564102564102564
601602,39,10,0.2564102564102564
655073,78,20,0.2564102564102564
268216,82,21,0.25609756097560976
591246,82,21,0.25609756097560976
588929,86,22,0.2558139534883721
575793,47,12,0.2553191489361702
603245,47,12,0.2553191489361702
678878,47,12,0.2553191489361702
26501,98,25,0.25510204081632654
655239,55,14,0.2545454545454545
661526,114,29,0.2543859649122807
649122,59,15,0.2542372881355932
660837,59,15,0.2542372881355932
384600,59,15,0.2542372881355932
673108,59,15,0.2542372881355932
651597,177,45,0.2542372881355932
185992,59,15,0.2542372881355932
30159,63,16,0.25396825396825395
503576,63,16,0.25396825396825395
573891,67,17,0.2537313432835821
27494,67,17,0.2537313432835821
698202,71,18,0.2535211267605634
296383,75,19,0.25333333333333335
568541,79,20,0.25316455696202533
284992,83,21,0.25301204819277107
