Signup_ID,Tag_ID,Tag_Name,Export_Timestamp
657448,14890,zi-c-24h,20250807_174533
90257,14890,zi-c-24h,20250807_174533
706779,14890,zi-c-24h,20250807_174533
287970,14890,zi-c-24h,20250807_174533
691089,14890,zi-c-24h,20250807_174533
94279,14890,zi-c-24h,20250807_174533
47974,14890,zi-c-24h,20250807_174533
681497,14890,zi-c-24h,20250807_174533
600436,14890,zi-c-24h,20250807_174533
