Signup_ID,Tag_ID,Tag_Name,Export_Timestamp
600436,14890,zi-c-24h,20250807_162419
657448,14890,zi-c-24h,20250807_162419
47974,14890,zi-c-24h,20250807_162419
706779,14890,zi-c-24h,20250807_162419
90257,14890,zi-c-24h,20250807_162419
691089,14890,zi-c-24h,20250807_162419
287970,14890,zi-c-24h,20250807_162419
94279,14890,zi-c-24h,20250807_162419
681497,14890,zi-c-24h,20250807_162419
