Signup_ID,Tag_ID,Tag_Name,Export_Timestamp
681497,14890,zi-c-24h,20250807_115224
600436,14890,zi-c-24h,20250807_115224
691089,14890,zi-c-24h,20250807_115224
706779,14890,zi-c-24h,20250807_115224
657448,14890,zi-c-24h,20250807_115224
287970,14890,zi-c-24h,20250807_115224
94279,14890,zi-c-24h,20250807_115224
90257,14890,zi-c-24h,20250807_115224
47974,14890,zi-c-24h,20250807_115224
